CustomerID,Segment
13856,Clientes Promissores
13858,Clientes Promissores
13859,Hibernando/Perdidos
13860,Precisando de Atenção
13862,Clientes Leais
13863,Hibernando/Perdidos
13865,Clientes Leais
13866,Clientes Promissores
13867,Grandes Gastadores Recentes
13868,Em Risco
13869,Clientes Leais
13870,Campeões
13871,Clientes Leais
13873,Clientes Promissores
13874,Hibernando/Perdidos
13875,Clientes Leais
13876,Clientes Promissores
13877,Clientes Promissores
13878,Grandes Gastadores Recentes
13880,Clientes Leais
13881,Campeões
13882,Precisando de Atenção
13883,Precisando de Atenção
13884,Precisando de Atenção
13885,Hibernando/Perdidos
13886,Clientes Promissores
13887,Hibernando/Perdidos
13888,Clientes Promissores
13889,Clientes Promissores
13890,Precisando de Atenção
13892,Clientes Leais
13893,Hibernando/Perdidos
13894,Clientes Promissores
13895,Clientes Leais
13897,Clientes Promissores
13898,Hibernando/Perdidos
13899,Clientes Promissores
13900,Hibernando/Perdidos
13901,Clientes Leais
13904,Clientes Promissores
13908,Clientes Leais
13911,Clientes Leais
13914,Em Risco
13917,Clientes Promissores
13918,Grandes Gastadores Recentes
13919,Clientes Promissores
13922,Hibernando/Perdidos
13923,Clientes Promissores
13924,Precisando de Atenção
13925,Clientes Leais
13926,Clientes Promissores
13927,Clientes Promissores
13928,Em Risco
13929,Clientes Promissores
13930,Clientes Promissores
13931,Grandes Gastadores Recentes
13932,Hibernando/Perdidos
13933,Clientes Promissores
13934,Hibernando/Perdidos
13936,Hibernando/Perdidos
13937,Clientes Promissores
13938,Clientes Promissores
13939,Clientes Promissores
13940,Clientes Leais
13941,Clientes Leais
13946,Clientes Promissores
13947,Clientes Promissores
13948,Hibernando/Perdidos
13949,Campeões
13950,Precisando de Atenção
13951,Clientes Promissores
13952,Hibernando/Perdidos
13953,Campeões
13954,Em Risco
13955,Clientes Promissores
13956,Precisando de Atenção
13959,Clientes Promissores
13960,Clientes Promissores
13962,Clientes Promissores
13963,Hibernando/Perdidos
13967,Clientes Promissores
13969,Campeões
13971,Clientes Leais
13972,Clientes Promissores
13973,Hibernando/Perdidos
13974,Clientes Promissores
13975,Clientes Leais
13976,Hibernando/Perdidos
13978,Clientes Promissores
13979,Clientes Promissores
13980,Clientes Promissores
13982,Clientes Leais
13983,Clientes Leais
13984,Clientes Leais
13985,Campeões
13986,Clientes Promissores
13988,Clientes Leais
13989,Grandes Gastadores Recentes
13990,Hibernando/Perdidos
13991,Precisando de Atenção
13992,Clientes Promissores
13993,Clientes Leais
13994,Campeões
13995,Clientes Leais
13999,Campeões
14000,Hibernando/Perdidos
14001,Grandes Gastadores Recentes
14002,Clientes Promissores
14004,Clientes Leais
14005,Precisando de Atenção
14006,Grandes Gastadores Recentes
14009,Hibernando/Perdidos
14012,Hibernando/Perdidos
14013,Clientes Promissores
14014,Clientes Promissores
14015,Clientes Promissores
14016,Clientes Leais
14019,Grandes Gastadores Recentes
14020,Clientes Promissores
14021,Clientes Promissores
14022,Hibernando/Perdidos
14023,Precisando de Atenção
14024,Clientes Promissores
14027,Clientes Promissores
14029,Clientes Promissores
14030,Clientes Leais
14031,Campeões
14032,Campeões
14034,Clientes Promissores
14035,Clientes Leais
14036,Hibernando/Perdidos
14037,Clientes Promissores
14038,Grandes Gastadores Recentes
14039,Clientes Promissores
14040,Clientes Leais
14041,Hibernando/Perdidos
14044,Clientes Leais
14045,Clientes Leais
14046,Hibernando/Perdidos
14047,Precisando de Atenção
14048,Hibernando/Perdidos
14049,Clientes Leais
14050,Clientes Promissores
14051,Campeões
14052,Clientes Promissores
14053,Clientes Promissores
14054,Clientes Promissores
14055,Clientes Promissores
14056,Campeões
14057,Clientes Leais
14059,Hibernando/Perdidos
14060,Campeões
14062,Campeões
14064,Clientes Leais
14066,Hibernando/Perdidos
14067,Clientes Promissores
14068,Hibernando/Perdidos
14071,Precisando de Atenção
14073,Clientes Promissores
14075,Precisando de Atenção
14076,Clientes Promissores
14077,Clientes Leais
14078,Clientes Leais
14079,Clientes Promissores
14080,Clientes Promissores
14081,Hibernando/Perdidos
14082,Hibernando/Perdidos
14083,Precisando de Atenção
14085,Campeões
14087,Em Risco
14088,Campeões
14089,Clientes Promissores
14090,Hibernando/Perdidos
14092,Campeões
14093,Em Risco
14096,Campeões
14098,Clientes Promissores
14099,Clientes Leais
14100,Clientes Promissores
14101,Clientes Leais
14102,Precisando de Atenção
14104,Clientes Promissores
14105,Hibernando/Perdidos
14107,Clientes Leais
14108,Clientes Promissores
14109,Clientes Promissores
14110,Campeões
14111,Clientes Leais
14112,Clientes Leais
14113,Precisando de Atenção
14114,Hibernando/Perdidos
14116,Clientes Leais
14117,Clientes Promissores
14121,Precisando de Atenção
14124,Clientes Promissores
14125,Precisando de Atenção
14126,Precisando de Atenção
14127,Clientes Promissores
14128,Clientes Promissores
14129,Precisando de Atenção
14130,Hibernando/Perdidos
14132,Campeões
14133,Clientes Promissores
14135,Campeões
14138,Precisando de Atenção
14139,Clientes Promissores
14140,Precisando de Atenção
14141,Precisando de Atenção
14142,Hibernando/Perdidos
14143,Clientes Promissores
14145,Clientes Leais
14146,Precisando de Atenção
14147,Clientes Promissores
14148,Hibernando/Perdidos
14149,Hibernando/Perdidos
14150,Clientes Promissores
14152,Clientes Promissores
14154,Hibernando/Perdidos
14155,Hibernando/Perdidos
14156,Campeões
14157,Clientes Promissores
14158,Clientes Promissores
14159,Clientes Leais
14161,Hibernando/Perdidos
14162,Clientes Promissores
14163,Clientes Leais
14164,Grandes Gastadores Recentes
14165,Hibernando/Perdidos
14167,Clientes Leais
14171,Clientes Promissores
14173,Em Risco
14174,Clientes Promissores
14175,Grandes Gastadores Recentes
14176,Hibernando/Perdidos
14177,Clientes Leais
14178,Precisando de Atenção
14179,Clientes Promissores
14180,Campeões
14184,Clientes Promissores
14185,Hibernando/Perdidos
14188,Clientes Leais
14189,Campeões
14191,Campeões
14193,Clientes Promissores
14194,Campeões
14195,Hibernando/Perdidos
14196,Clientes Promissores
14198,Clientes Leais
14199,Hibernando/Perdidos
14201,Clientes Leais
14204,Em Risco
14205,Clientes Promissores
14206,Hibernando/Perdidos
14208,Clientes Promissores
14209,Campeões
14210,Clientes Leais
14211,Clientes Leais
14212,Grandes Gastadores Recentes
14214,Clientes Leais
14215,Precisando de Atenção
14216,Precisando de Atenção
14217,Precisando de Atenção
14218,Clientes Promissores
14219,Em Risco
14220,Hibernando/Perdidos
14221,Clientes Leais
14222,Clientes Promissores
14223,Grandes Gastadores Recentes
14224,Clientes Leais
14226,Clientes Leais
14227,Clientes Leais
14229,Grandes Gastadores Recentes
14231,Hibernando/Perdidos
14232,Clientes Leais
14233,Clientes Leais
14234,Clientes Leais
14235,Clientes Leais
14236,Clientes Promissores
14237,Hibernando/Perdidos
14238,Hibernando/Perdidos
14239,Clientes Leais
14240,Clientes Promissores
14241,Hibernando/Perdidos
14242,Hibernando/Perdidos
14243,Campeões
14245,Hibernando/Perdidos
14246,Grandes Gastadores Recentes
14247,Hibernando/Perdidos
14248,Hibernando/Perdidos
14250,Precisando de Atenção
14251,Precisando de Atenção
14256,Hibernando/Perdidos
14257,Clientes Leais
14258,Campeões
14259,Clientes Promissores
14261,Grandes Gastadores Recentes
14262,Campeões
14264,Clientes Promissores
14265,Clientes Promissores
14267,Grandes Gastadores Recentes
14270,Hibernando/Perdidos
14271,Hibernando/Perdidos
14272,Clientes Promissores
14273,Clientes Leais
14276,Grandes Gastadores Recentes
14277,Grandes Gastadores Recentes
14280,Hibernando/Perdidos
14282,Campeões
14284,Clientes Promissores
14285,Clientes Leais
14286,Grandes Gastadores Recentes
14287,Em Risco
14288,Hibernando/Perdidos
14289,Precisando de Atenção
14290,Precisando de Atenção
14291,Campeões
14292,Campeões
14293,Precisando de Atenção
14295,Clientes Promissores
14297,Clientes Leais
14298,Campeões
14299,Campeões
14300,Clientes Promissores
14301,Clientes Promissores
14304,Hibernando/Perdidos
14305,Grandes Gastadores Recentes
14306,Grandes Gastadores Recentes
14307,Clientes Leais
14309,Campeões
14311,Hibernando/Perdidos
14312,Clientes Leais
14314,Clientes Promissores
14315,Clientes Leais
14317,Clientes Promissores
14320,Hibernando/Perdidos
14321,Precisando de Atenção
14323,Clientes Promissores
14326,Hibernando/Perdidos
14327,Clientes Promissores
14329,Clientes Leais
14331,Clientes Promissores
14332,Clientes Promissores
14333,Clientes Promissores
14334,Clientes Leais
14335,Clientes Promissores
14336,Clientes Leais
14338,Clientes Promissores
14339,Hibernando/Perdidos
14340,Hibernando/Perdidos
14341,Clientes Leais
14342,Clientes Leais
14344,Clientes Leais
14345,Clientes Promissores
14346,Grandes Gastadores Recentes
14348,Hibernando/Perdidos
14349,Em Risco
14350,Hibernando/Perdidos
14351,Clientes Promissores
14352,Clientes Leais
14353,Hibernando/Perdidos
14354,Em Risco
14355,Hibernando/Perdidos
14356,Clientes Promissores
14357,Clientes Promissores
14359,Clientes Promissores
14360,Clientes Leais
14362,Clientes Promissores
14364,Clientes Leais
14367,Campeões
14368,Hibernando/Perdidos
14371,Hibernando/Perdidos
14373,Hibernando/Perdidos
14375,Hibernando/Perdidos
14377,Hibernando/Perdidos
14379,Clientes Promissores
14381,Clientes Promissores
14382,Clientes Promissores
14383,Grandes Gastadores Recentes
14385,Em Risco
14386,Hibernando/Perdidos
14387,Grandes Gastadores Recentes
14388,Campeões
14389,Grandes Gastadores Recentes
14390,Campeões
14393,Hibernando/Perdidos
14395,Campeões
14396,Clientes Promissores
14397,Campeões
14400,Clientes Promissores
14401,Campeões
14403,Clientes Leais
14404,Clientes Leais
14406,Clientes Promissores
14407,Clientes Leais
14408,Campeões
14409,Clientes Leais
14410,Clientes Leais
14411,Hibernando/Perdidos
14412,Clientes Promissores
14413,Hibernando/Perdidos
14414,Clientes Leais
14415,Campeões
14416,Clientes Promissores
14418,Precisando de Atenção
14419,Precisando de Atenção
14420,Clientes Promissores
14421,Clientes Promissores
14422,Campeões
14423,Hibernando/Perdidos
14424,Clientes Promissores
14426,Clientes Leais
14427,Clientes Promissores
14428,Precisando de Atenção
14431,Hibernando/Perdidos
14432,Campeões
14434,Clientes Leais
14436,Clientes Promissores
14437,Hibernando/Perdidos
14438,Hibernando/Perdidos
14439,Hibernando/Perdidos
14440,Precisando de Atenção
14441,Precisando de Atenção
14442,Hibernando/Perdidos
14443,Clientes Leais
14446,Precisando de Atenção
14447,Clientes Leais
14448,Em Risco
14449,Clientes Leais
14450,Hibernando/Perdidos
14451,Clientes Promissores
14452,Em Risco
14453,Hibernando/Perdidos
14456,Campeões
14457,Hibernando/Perdidos
14459,Grandes Gastadores Recentes
14460,Clientes Promissores
14461,Grandes Gastadores Recentes
14462,Clientes Leais
14463,Clientes Promissores
14465,Hibernando/Perdidos
14466,Clientes Leais
14467,Clientes Leais
14470,Em Risco
14472,Clientes Leais
14473,Clientes Promissores
14474,Clientes Promissores
14475,Clientes Promissores
14476,Hibernando/Perdidos
14477,Clientes Leais
14479,Hibernando/Perdidos
14480,Em Risco
14481,Clientes Promissores
14482,Clientes Leais
14483,Hibernando/Perdidos
14484,Clientes Promissores
14485,Clientes Promissores
14487,Clientes Leais
14488,Grandes Gastadores Recentes
14489,Hibernando/Perdidos
14491,Clientes Promissores
14493,Precisando de Atenção
14494,Clientes Promissores
14495,Clientes Promissores
14496,Hibernando/Perdidos
14497,Hibernando/Perdidos
14498,Clientes Leais
14499,Clientes Promissores
14500,Clientes Promissores
14501,Hibernando/Perdidos
14502,Clientes Leais
14503,Campeões
14504,Clientes Leais
14505,Clientes Leais
14506,Clientes Leais
14507,Clientes Leais
14508,Clientes Promissores
14511,Precisando de Atenção
14512,Hibernando/Perdidos
14513,Clientes Promissores
14514,Grandes Gastadores Recentes
14515,Clientes Leais
14517,Clientes Promissores
14518,Clientes Promissores
14520,Em Risco
14522,Clientes Leais
14523,Clientes Promissores
14524,Clientes Leais
14525,Clientes Leais
14527,Campeões
14528,Clientes Promissores
14529,Clientes Promissores
14530,Clientes Leais
14532,Hibernando/Perdidos
14533,Clientes Leais
14534,Campeões
14535,Grandes Gastadores Recentes
14536,Hibernando/Perdidos
14537,Clientes Promissores
14538,Clientes Promissores
14539,Clientes Promissores
14540,Precisando de Atenção
14541,Clientes Leais
14542,Hibernando/Perdidos
14543,Clientes Leais
14544,Grandes Gastadores Recentes
14546,Precisando de Atenção
14547,Campeões
14548,Clientes Promissores
14549,Hibernando/Perdidos
14550,Precisando de Atenção
14551,Clientes Promissores
14552,Clientes Promissores
14553,Clientes Leais
14554,Precisando de Atenção
14555,Clientes Promissores
14557,Clientes Promissores
14560,Campeões
14561,Grandes Gastadores Recentes
14562,Campeões
14565,Clientes Leais
14566,Grandes Gastadores Recentes
14567,Grandes Gastadores Recentes
14569,Em Risco
14570,Hibernando/Perdidos
14572,Campeões
14573,Hibernando/Perdidos
14576,Hibernando/Perdidos
14577,Precisando de Atenção
14578,Em Risco
14581,Clientes Promissores
14582,Clientes Promissores
14583,Precisando de Atenção
14584,Clientes Leais
14585,Clientes Promissores
14586,Hibernando/Perdidos
14587,Clientes Leais
14589,Hibernando/Perdidos
14591,Clientes Leais
14592,Clientes Promissores
14593,Clientes Promissores
14594,Em Risco
14595,Clientes Leais
14597,Precisando de Atenção
14598,Clientes Promissores
14600,Hibernando/Perdidos
14601,Em Risco
14603,Hibernando/Perdidos
14606,Campeões
14607,Clientes Leais
14608,Precisando de Atenção
14609,Clientes Leais
14616,Hibernando/Perdidos
14618,Precisando de Atenção
14619,Hibernando/Perdidos
14620,Hibernando/Perdidos
14621,Precisando de Atenção
14622,Hibernando/Perdidos
14623,Clientes Leais
14624,Clientes Promissores
14625,Hibernando/Perdidos
14626,Clientes Leais
14628,Clientes Promissores
14629,Precisando de Atenção
14631,Grandes Gastadores Recentes
14632,Hibernando/Perdidos
14633,Hibernando/Perdidos
14636,Clientes Promissores
14638,Clientes Promissores
14639,Clientes Leais
14640,Clientes Leais
14641,Clientes Promissores
14642,Clientes Promissores
14643,Clientes Promissores
14644,Clientes Promissores
14645,Clientes Promissores
14646,Campeões
14647,Hibernando/Perdidos
14649,Precisando de Atenção
14651,Clientes Promissores
14652,Clientes Promissores
14653,Precisando de Atenção
14655,Precisando de Atenção
14656,Clientes Promissores
14657,Clientes Leais
14658,Em Risco
14659,Campeões
14660,Clientes Promissores
14661,Clientes Promissores
14662,Clientes Leais
14664,Clientes Promissores
14665,Clientes Leais
14666,Clientes Promissores
14667,Campeões
14669,Hibernando/Perdidos
14670,Hibernando/Perdidos
14672,Hibernando/Perdidos
14673,Precisando de Atenção
14675,Clientes Promissores
14676,Clientes Leais
14680,Clientes Leais
14681,Clientes Promissores
14682,Hibernando/Perdidos
14684,Clientes Leais
14687,Clientes Promissores
14688,Campeões
14689,Hibernando/Perdidos
14690,Clientes Promissores
14691,Clientes Leais
14692,Clientes Leais
14693,Hibernando/Perdidos
14696,Campeões
14697,Hibernando/Perdidos
14698,Precisando de Atenção
14699,Hibernando/Perdidos
14700,Grandes Gastadores Recentes
14701,Campeões
14702,Campeões
14703,Clientes Promissores
14704,Precisando de Atenção
14705,Hibernando/Perdidos
14708,Precisando de Atenção
14709,Clientes Leais
14710,Clientes Leais
14711,Campeões
14712,Clientes Promissores
14713,Campeões
14714,Clientes Promissores
14715,Clientes Leais
14716,Clientes Promissores
14719,Precisando de Atenção
14720,Precisando de Atenção
14722,Clientes Promissores
14723,Precisando de Atenção
14725,Clientes Promissores
14727,Hibernando/Perdidos
14729,Hibernando/Perdidos
14730,Precisando de Atenção
14731,Clientes Promissores
14732,Campeões
14733,Clientes Leais
14735,Campeões
14737,Precisando de Atenção
14738,Clientes Leais
14739,Campeões
14740,Hibernando/Perdidos
14741,Precisando de Atenção
14744,Clientes Leais
14745,Clientes Leais
14747,Hibernando/Perdidos
14748,Clientes Leais
14752,Clientes Promissores
14753,Clientes Promissores
14754,Clientes Promissores
14755,Campeões
14756,Clientes Promissores
14757,Clientes Promissores
14758,Clientes Leais
14759,Precisando de Atenção
14760,Hibernando/Perdidos
14761,Clientes Promissores
14762,Hibernando/Perdidos
14764,Clientes Promissores
14765,Clientes Promissores
14766,Campeões
14768,Clientes Promissores
14769,Campeões
14770,Hibernando/Perdidos
14772,Clientes Promissores
14775,Grandes Gastadores Recentes
14776,Clientes Leais
14778,Clientes Promissores
14779,Hibernando/Perdidos
14780,Clientes Promissores
14782,Hibernando/Perdidos
14784,Clientes Promissores
14785,Em Risco
14788,Precisando de Atenção
14789,Clientes Promissores
14790,Clientes Leais
14792,Clientes Promissores
14793,Clientes Promissores
14794,Precisando de Atenção
14795,Clientes Promissores
14796,Campeões
14798,Clientes Promissores
14799,Clientes Promissores
14800,Clientes Leais
14801,Clientes Promissores
14803,Clientes Promissores
14804,Em Risco
14805,Clientes Leais
14806,Clientes Promissores
14808,Clientes Leais
14810,Clientes Leais
14813,Hibernando/Perdidos
14815,Clientes Promissores
14816,Hibernando/Perdidos
14817,Hibernando/Perdidos
14818,Clientes Promissores
14819,Clientes Promissores
14820,Clientes Leais
14821,Hibernando/Perdidos
14823,Hibernando/Perdidos
14824,Precisando de Atenção
14825,Campeões
14828,Hibernando/Perdidos
14829,Clientes Leais
14830,Clientes Promissores
14834,Clientes Leais
14836,Em Risco
14837,Clientes Leais
14840,Hibernando/Perdidos
14841,Clientes Leais
14842,Clientes Leais
14844,Clientes Leais
14847,Clientes Promissores
14849,Clientes Leais
14850,Hibernando/Perdidos
14851,Clientes Promissores
14852,Clientes Leais
14853,Clientes Promissores
14854,Clientes Leais
14855,Clientes Promissores
14856,Grandes Gastadores Recentes
14857,Grandes Gastadores Recentes
14859,Precisando de Atenção
14860,Clientes Promissores
14861,Clientes Promissores
14862,Clientes Promissores
14863,Clientes Promissores
14865,Em Risco
14866,Campeões
14867,Hibernando/Perdidos
14868,Campeões
14869,Precisando de Atenção
14870,Hibernando/Perdidos
14871,Precisando de Atenção
14873,Hibernando/Perdidos
14875,Grandes Gastadores Recentes
14878,Precisando de Atenção
14880,Clientes Promissores
14881,Clientes Promissores
14882,Clientes Promissores
14883,Clientes Leais
14885,Clientes Promissores
14886,Hibernando/Perdidos
14887,Grandes Gastadores Recentes
14888,Hibernando/Perdidos
14889,Hibernando/Perdidos
14890,Hibernando/Perdidos
14891,Clientes Promissores
14893,Precisando de Atenção
14894,Clientes Promissores
14895,Campeões
14896,Hibernando/Perdidos
14897,Precisando de Atenção
14898,Clientes Leais
14901,Precisando de Atenção
14902,Clientes Promissores
14903,Clientes Leais
14904,Precisando de Atenção
14905,Clientes Promissores
14907,Campeões
14908,Clientes Promissores
14910,Em Risco
14911,Campeões
14912,Clientes Promissores
14913,Clientes Leais
14915,Clientes Promissores
14916,Clientes Leais
14918,Grandes Gastadores Recentes
14920,Hibernando/Perdidos
14921,Grandes Gastadores Recentes
14923,Clientes Promissores
14924,Hibernando/Perdidos
14929,Clientes Promissores
14930,Grandes Gastadores Recentes
14931,Precisando de Atenção
14932,Hibernando/Perdidos
14934,Grandes Gastadores Recentes
14935,Hibernando/Perdidos
14936,Clientes Leais
14937,Grandes Gastadores Recentes
14944,Clientes Leais
14946,Clientes Promissores
14947,Clientes Promissores
14948,Clientes Leais
14950,Clientes Promissores
14951,Clientes Promissores
14952,Clientes Leais
14953,Clientes Promissores
14954,Em Risco
14957,Hibernando/Perdidos
14958,Clientes Promissores
14959,Clientes Leais
14960,Em Risco
14961,Campeões
14962,Hibernando/Perdidos
14963,Precisando de Atenção
14964,Hibernando/Perdidos
14965,Clientes Promissores
14966,Clientes Promissores
14967,Clientes Promissores
14968,Clientes Promissores
14970,Clientes Leais
14971,Grandes Gastadores Recentes
14972,Clientes Promissores
14973,Grandes Gastadores Recentes
14974,Clientes Promissores
14975,Clientes Promissores
14976,Clientes Leais
14978,Clientes Leais
14981,Hibernando/Perdidos
14984,Clientes Promissores
14985,Hibernando/Perdidos
14987,Clientes Promissores
14988,Hibernando/Perdidos
14995,Clientes Promissores
14997,Clientes Promissores
14998,Clientes Promissores
15000,Clientes Promissores
15002,Clientes Leais
15004,Grandes Gastadores Recentes
15005,Clientes Leais
15006,Clientes Promissores
15007,Clientes Promissores
15009,Precisando de Atenção
15010,Clientes Promissores
15012,Clientes Promissores
15014,Clientes Promissores
15016,Clientes Promissores
15017,Clientes Promissores
15018,Clientes Promissores
15019,Hibernando/Perdidos
15021,Precisando de Atenção
15022,Precisando de Atenção
15023,Campeões
15024,Precisando de Atenção
15025,Clientes Promissores
15026,Clientes Promissores
15027,Clientes Leais
15028,Precisando de Atenção
15030,Clientes Promissores
15031,Precisando de Atenção
15032,Hibernando/Perdidos
15033,Campeões
15034,Clientes Leais
15035,Clientes Promissores
15036,Clientes Promissores
15038,Clientes Leais
15039,Campeões
15041,Clientes Promissores
15042,Hibernando/Perdidos
15043,Clientes Promissores
15044,Clientes Leais
15045,Clientes Promissores
15046,Campeões
15047,Hibernando/Perdidos
15048,Clientes Leais
15049,Hibernando/Perdidos
15050,Grandes Gastadores Recentes
15051,Grandes Gastadores Recentes
15052,Hibernando/Perdidos
15053,Precisando de Atenção
15054,Em Risco
15057,Hibernando/Perdidos
15058,Clientes Leais
15059,Clientes Leais
15060,Em Risco
15061,Campeões
15062,Clientes Leais
15063,Hibernando/Perdidos
15065,Clientes Leais
15066,Clientes Promissores
15067,Grandes Gastadores Recentes
15068,Clientes Promissores
15069,Grandes Gastadores Recentes
15070,Hibernando/Perdidos
15071,Grandes Gastadores Recentes
15073,Precisando de Atenção
15074,Clientes Promissores
15075,Clientes Promissores
15076,Clientes Promissores
15078,Campeões
15079,Hibernando/Perdidos
15081,Clientes Leais
15083,Hibernando/Perdidos
15087,Hibernando/Perdidos
15088,Grandes Gastadores Recentes
15089,Campeões
15090,Hibernando/Perdidos
15091,Clientes Promissores
15092,Hibernando/Perdidos
15093,Clientes Leais
15095,Clientes Leais
15096,Clientes Promissores
15097,Em Risco
15098,Hibernando/Perdidos
15099,Clientes Promissores
15100,Hibernando/Perdidos
15101,Em Risco
15103,Clientes Promissores
15104,Hibernando/Perdidos
15105,Clientes Leais
15106,Clientes Leais
15107,Hibernando/Perdidos
15108,Clientes Leais
15109,Hibernando/Perdidos
15110,Clientes Leais
15111,Grandes Gastadores Recentes
15113,Precisando de Atenção
15114,Clientes Leais
15115,Clientes Promissores
15116,Clientes Leais
15117,Clientes Leais
15118,Clientes Promissores
15119,Hibernando/Perdidos
15120,Clientes Promissores
15121,Clientes Promissores
15122,Grandes Gastadores Recentes
15123,Precisando de Atenção
15124,Clientes Promissores
15125,Clientes Leais
15127,Clientes Promissores
15128,Clientes Leais
15129,Clientes Leais
15130,Clientes Promissores
15132,Clientes Leais
15133,Grandes Gastadores Recentes
15134,Clientes Leais
15135,Hibernando/Perdidos
15136,Precisando de Atenção
15139,Hibernando/Perdidos
15140,Clientes Leais
15142,Clientes Promissores
15143,Hibernando/Perdidos
15144,Campeões
15145,Precisando de Atenção
15146,Grandes Gastadores Recentes
15147,Hibernando/Perdidos
15148,Em Risco
15149,Clientes Promissores
15150,Clientes Leais
15152,Campeões
15153,Clientes Promissores
15154,Clientes Promissores
15156,Precisando de Atenção
15157,Precisando de Atenção
15158,Clientes Promissores
15159,Campeões
15160,Hibernando/Perdidos
15163,Clientes Promissores
15164,Clientes Promissores
15165,Hibernando/Perdidos
15167,Hibernando/Perdidos
15168,Clientes Promissores
15171,Hibernando/Perdidos
15172,Precisando de Atenção
15174,Hibernando/Perdidos
15175,Clientes Promissores
15178,Hibernando/Perdidos
15179,Clientes Leais
15180,Hibernando/Perdidos
15181,Clientes Promissores
15182,Clientes Promissores
15184,Clientes Promissores
15185,Clientes Promissores
15186,Clientes Promissores
15187,Campeões
15189,Campeões
15192,Grandes Gastadores Recentes
15193,Clientes Promissores
15194,Campeões
15195,Em Risco
15197,Precisando de Atenção
15198,Clientes Promissores
15199,Clientes Leais
15201,Clientes Leais
15203,Clientes Leais
15204,Hibernando/Perdidos
15205,Clientes Promissores
15206,Em Risco
15208,Precisando de Atenção
15210,Hibernando/Perdidos
15211,Clientes Promissores
15212,Hibernando/Perdidos
15213,Hibernando/Perdidos
15214,Precisando de Atenção
15215,Clientes Promissores
15216,Clientes Promissores
15218,Campeões
15219,Clientes Promissores
15220,Clientes Leais
15221,Hibernando/Perdidos
15222,Hibernando/Perdidos
15223,Hibernando/Perdidos
15224,Hibernando/Perdidos
15225,Hibernando/Perdidos
15226,Hibernando/Perdidos
15227,Clientes Leais
15228,Clientes Leais
15230,Hibernando/Perdidos
15232,Clientes Promissores
15234,Hibernando/Perdidos
15235,Hibernando/Perdidos
15236,Hibernando/Perdidos
15237,Precisando de Atenção
15238,Grandes Gastadores Recentes
15239,Precisando de Atenção
15240,Clientes Leais
15241,Clientes Leais
15243,Clientes Promissores
15244,Clientes Promissores
15245,Grandes Gastadores Recentes
15246,Hibernando/Perdidos
15247,Clientes Promissores
15249,Clientes Leais
15251,Campeões
15252,Clientes Promissores
15253,Clientes Leais
15254,Clientes Promissores
15255,Clientes Promissores
15256,Clientes Promissores
15257,Hibernando/Perdidos
15258,Clientes Promissores
15260,Clientes Leais
15261,Clientes Promissores
15262,Hibernando/Perdidos
15263,Clientes Promissores
15264,Clientes Promissores
15265,Grandes Gastadores Recentes
15266,Hibernando/Perdidos
15267,Clientes Leais
15269,Clientes Promissores
15270,Clientes Leais
15271,Campeões
15272,Clientes Promissores
15274,Precisando de Atenção
15275,Clientes Promissores
15276,Clientes Promissores
15277,Clientes Promissores
15279,Hibernando/Perdidos
15280,Clientes Promissores
15281,Clientes Leais
15286,Clientes Promissores
15287,Clientes Promissores
15288,Clientes Leais
15289,Clientes Promissores
15290,Campeões
15291,Clientes Leais
15292,Hibernando/Perdidos
15296,Clientes Leais
15297,Precisando de Atenção
15298,Campeões
15299,Clientes Leais
15300,Clientes Promissores
15301,Clientes Leais
15303,Hibernando/Perdidos
15304,Clientes Leais
15306,Grandes Gastadores Recentes
15307,Clientes Promissores
15308,Hibernando/Perdidos
15311,Campeões
15312,Clientes Leais
15313,Clientes Promissores
15314,Hibernando/Perdidos
15315,Clientes Promissores
15316,Hibernando/Perdidos
15318,Em Risco
15319,Hibernando/Perdidos
15320,Clientes Promissores
15321,Grandes Gastadores Recentes
15322,Clientes Promissores
15325,Clientes Promissores
15326,Hibernando/Perdidos
15327,Clientes Promissores
15329,Grandes Gastadores Recentes
15330,Clientes Promissores
15332,Hibernando/Perdidos
15333,Hibernando/Perdidos
15334,Clientes Promissores
15335,Clientes Promissores
15339,Clientes Promissores
15341,Grandes Gastadores Recentes
15342,Clientes Promissores
15343,Clientes Promissores
15344,Precisando de Atenção
15345,Clientes Promissores
15346,Hibernando/Perdidos
15347,Hibernando/Perdidos
15348,Clientes Promissores
15349,Clientes Promissores
15350,Hibernando/Perdidos
15351,Precisando de Atenção
15353,Hibernando/Perdidos
15355,Clientes Promissores
15356,Clientes Leais
15358,Campeões
15360,Clientes Promissores
15361,Hibernando/Perdidos
15363,Hibernando/Perdidos
15364,Clientes Promissores
15365,Clientes Leais
15366,Clientes Promissores
15367,Clientes Leais
15368,Clientes Promissores
15370,Clientes Leais
15372,Grandes Gastadores Recentes
15373,Campeões
15374,Clientes Promissores
15376,Grandes Gastadores Recentes
15379,Clientes Leais
15380,Precisando de Atenção
15381,Hibernando/Perdidos
15382,Clientes Leais
15384,Clientes Promissores
15385,Clientes Promissores
15386,Hibernando/Perdidos
15388,Hibernando/Perdidos
15389,Clientes Promissores
15392,Precisando de Atenção
15393,Clientes Promissores
15394,Precisando de Atenção
15395,Hibernando/Perdidos
15396,Clientes Promissores
15397,Hibernando/Perdidos
15398,Grandes Gastadores Recentes
15399,Precisando de Atenção
15400,Clientes Leais
15402,Clientes Promissores
